gene_id	SYMBOL	GENENAME	GENETYPE	SRR10315781_TPM	SRR10315782_TPM
ENSG00000206107	KRTAP27-1	keratin associated protein 27-1	protein-coding	0	0
ENSG00000206113	CFAP99	cilia and flagella associated protein 99	protein-coding	0.08	0.05
ENSG00000206120	NA	NA	NA	0	0
ENSG00000206127	GOLGA8O	golgin A8 family member O	protein-coding	2.55	2.48
ENSG00000206129	LINC03069	long intergenic non-protein coding RNA 3069	ncRNA	0	0
ENSG00000206140	TMEM191C	transmembrane protein 191C	protein-coding	0.68	0.35
ENSG00000206142	FAM230H	family with sequence similarity 230 member H	ncRNA	0	0
ENSG00000206144	NA	NA	NA	0	0
ENSG00000206145	NA	NA	NA	0	0
ENSG00000206147	RPL23AP57	ribosomal protein L23a pseudogene 57	pseudo	0	0
ENSG00000206149	NA	NA	NA	0.52	0.71
ENSG00000206150	RNASE13	ribonuclease A family member 13 (inactive)	protein-coding	0	0
ENSG00000206159	NA	NA	NA	0	0
ENSG00000206168	NA	NA	NA	0	0
ENSG00000206172	HBA1	hemoglobin subunit alpha 1	protein-coding	0	0
ENSG00000206177	HBM	hemoglobin subunit mu	protein-coding	0	0
ENSG00000206178	HBZP1	hemoglobin subunit zeta pseudogene 1	pseudo	0	0
ENSG00000206181	ELOA2	elongin A2	protein-coding	0.04	0
ENSG00000206187	LINC02346	long intergenic non-protein coding RNA 2346	ncRNA	0	0
ENSG00000206190	ATP10A	ATPase phospholipid transporting 10A (putative)	protein-coding	0	0
ENSG00000206192	NA	NA	NA	0	0
ENSG00000206195	DUXAP8	double homeobox A pseudogene 8	pseudo	8.46	7.3
ENSG00000206199	ANKUB1	ankyrin repeat and ubiquitin domain containing 1	protein-coding	0	0.03
ENSG00000206203	TSSK2	testis specific serine kinase 2	protein-coding	0	0.14
ENSG00000206228	NA	NA	NA	0	0
ENSG00000206249	NA	NA	NA	0	0
ENSG00000206260	PRR23A	proline rich 23A	protein-coding	0	0
ENSG00000206262	FOXL2NB	FOXL2 neighbor	protein-coding	0.08	0.09
ENSG00000206337	HCP5	HLA complex P5	ncRNA	33.15	33.17
ENSG00000206341	NA	NA	NA	6.42	6.56
ENSG00000206344	HCG27	HLA complex group 27	ncRNA	1.61	2.2
ENSG00000206356	LOC100652833	putative POM121-like protein 1-like	pseudo	0	0
ENSG00000206384	COL6A6	collagen type VI alpha 6 chain	protein-coding	0	0
ENSG00000206417	NA	NA	NA	2.4	1.04
ENSG00000206418	RAB12	RAB12, member RAS oncogene family	protein-coding	39.69	38.51
ENSG00000206422	LRRC30	leucine rich repeat containing 30	protein-coding	0	0
ENSG00000206432	TMEM200C	transmembrane protein 200C	protein-coding	0	0
ENSG00000206448	PPIAP30	peptidylprolyl isomerase A pseudogene 30	pseudo	0	0.28
ENSG00000206474	OR10C1	olfactory receptor family 10 subfamily C member 1	protein-coding	0	0
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	protein-coding	919.13	951.45
ENSG00000206527	HACD2	3-hydroxyacyl-CoA dehydratase 2	protein-coding	32	31.69
ENSG00000206530	CFAP44	cilia and flagella associated protein 44	protein-coding	2.87	2.43
ENSG00000206531	CD200R1L	CD200 receptor 1 like	protein-coding	0	0
ENSG00000206535	LNP1	leukemia NUP98 fusion partner 1	protein-coding	1.16	1.23
ENSG00000206536	OR5K3	olfactory receptor family 5 subfamily K member 3	protein-coding	0	0
ENSG00000206538	VGLL3	vestigial like family member 3	protein-coding	13.43	12.07
ENSG00000206549	NA	NA	NA	0	0
ENSG00000206552	KRBOX1-AS1	KRBOX1 antisense RNA 1	ncRNA	0	0
ENSG00000206557	TRIM71	tripartite motif containing 71	protein-coding	0	0
ENSG00000206559	ZCWPW2	zinc finger CW-type and PWWP domain containing 2	protein-coding	0.29	0.44
ENSG00000206560	ANKRD28	ankyrin repeat domain 28	protein-coding	25.41	20.27
ENSG00000206561	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	protein-coding	1.04	0.94
ENSG00000206562	METTL6	methyltransferase 6, methylcytidine	protein-coding	19.42	17.86
ENSG00000206567	NA	NA	NA	6.25	4.13
ENSG00000206573	THUMPD3-AS1	THUMPD3 antisense RNA 1	ncRNA	19.91	19.57
ENSG00000206579	XKR4	XK related 4	protein-coding	0	0
ENSG00000206582	NA	NA	NA	0	0
ENSG00000206583	RNU6-1292P	RNA, U6 small nuclear 1292, pseudogene	pseudo	0	0
ENSG00000206585	RNVU1-7	RNA, variant U1 small nuclear 7	snRNA	0	0
ENSG00000206587	RNU6-46P	RNA, U6 small nuclear 46, pseudogene	pseudo	0	0
ENSG00000206588	RNU1-28P,LOC124904613,LOC124905321,LOC124905573,LOC124905574,LOC124905808,LOC124905809	RNA, U1 small nuclear 28, pseudogene,U1 spliceosomal RNA	pseudo,snRNA	0	0
ENSG00000206589	RNU6-354P	RNA, U6 small nuclear 354, pseudogene	pseudo	0	0
ENSG00000206590	RNU6-132P	RNA, U6 small nuclear 132, pseudogene	pseudo	0	0
ENSG00000206592	LOC124900205	small nucleolar RNA SNORA18	snoRNA	0	0
ENSG00000206593	RNU6-47P	RNA, U6 small nuclear 47, pseudogene	pseudo	0	0
ENSG00000206595	RNU6-877P	RNA, U6 small nuclear 877, pseudogene	pseudo	0	0
ENSG00000206596	RNU1-27P,LOC124904613,LOC124905321,LOC124905573,LOC124905574,LOC124905808,LOC124905809	RNA, U1 small nuclear 27, pseudogene,U1 spliceosomal RNA	pseudo,snRNA	0	0
ENSG00000206597	SNORA57	small nucleolar RNA, H/ACA box 57	snoRNA	0	0
ENSG00000206598	RNU6-1286P	RNA, U6 small nuclear 1286, pseudogene	pseudo	0	0
ENSG00000206599	RNU6-841P	RNA, U6 small nuclear 841, pseudogene	pseudo	0	0
ENSG00000206600	RNU6-25P	RNA, U6 small nuclear 25, pseudogene	pseudo	0	0
ENSG00000206601	RNU6-431P	RNA, U6 small nuclear 431, pseudogene	pseudo	0	0
ENSG00000206602	SNORD58A	small nucleolar RNA, C/D box 58A	snoRNA	0	0
ENSG00000206603	SNORA22B	small nucleolar RNA, H/ACA box 22B	snoRNA	0	0
ENSG00000206604	RNU6-425P	RNA, U6 small nuclear 425, pseudogene	pseudo	0	0
ENSG00000206605	RNU6-946P	RNA, U6 small nuclear 946, pseudogene	pseudo	0	0
ENSG00000206606	RNU6-1296P	RNA, U6 small nuclear 1296, pseudogene	pseudo	0	0
ENSG00000206609	SNORD116-11	small nucleolar RNA, C/D box 116-11	snoRNA	0	0
ENSG00000206611	SNORD24	small nucleolar RNA, C/D box 24	snoRNA	0	0
ENSG00000206612	SNORA2A	small nucleolar RNA, H/ACA box 2A	snoRNA	0	0
ENSG00000206613	RNU6-1336P	RNA, U6 small nuclear 1336, pseudogene	pseudo	0	0
ENSG00000206614	RNU6-477P	RNA, U6 small nuclear 477, pseudogene	pseudo	0	0
ENSG00000206615	RNU6-338P	RNA, U6 small nuclear 338, pseudogene	pseudo	0	0
ENSG00000206616	RNU6-741P	RNA, U6 small nuclear 741, pseudogene	pseudo	0	0
ENSG00000206617	RNY1P5	RNY1 pseudogene 5	pseudo	0	0
ENSG00000206618	RNU6-1264P	RNA, U6 small nuclear 1264, pseudogene	pseudo	0	0
ENSG00000206620	SNORD45C	small nucleolar RNA, C/D box 45C	snoRNA	0	0
ENSG00000206621	SNORD116-14	small nucleolar RNA, C/D box 116-14	snoRNA	0	0
ENSG00000206622	SNORA69	small nucleolar RNA, H/ACA box 69	snoRNA	0	0
ENSG00000206623	RNU6-979P	RNA, U6 small nuclear 979, pseudogene	pseudo	0	0
ENSG00000206624	RNU1-39P	RNA, U1 small nuclear 39, pseudogene	pseudo	0	0
ENSG00000206625	RNU6-1	RNA, U6 small nuclear 1	snRNA	0	0
ENSG00000206627	RNU6-969P	RNA, U6 small nuclear 969, pseudogene	pseudo	0	0
ENSG00000206629	RNU1-63P	RNA, U1 small nuclear 63, pseudogene	pseudo	0	0
ENSG00000206630	SNORD60	small nucleolar RNA, C/D box 60	snoRNA	0	0
ENSG00000206631	RNU6-657P	RNA, U6 small nuclear 657, pseudogene	pseudo	0	0
ENSG00000206633	SNORA80B	small nucleolar RNA, H/ACA box 80B	snoRNA	0	0
ENSG00000206634	SNORA22	small nucleolar RNA, H/ACA box 22	snoRNA	0	0
ENSG00000206635	RNU6-1062P	RNA, U6 small nuclear 1062, pseudogene	pseudo	0	0
ENSG00000206636	NA	NA	NA	0	0
ENSG00000206637	SNORA70H	small nucleolar RNA, H/ACA box 70H	snoRNA	0	0
ENSG00000206638	RNU6-672P	RNA, U6 small nuclear 672, pseudogene	pseudo	0	0
ENSG00000206639	NA	NA	NA	0	0
ENSG00000206640	NA	NA	NA	0	0
ENSG00000206641	RNU6-449P	RNA, U6 small nuclear 449, pseudogene	pseudo	0	0
ENSG00000206644	RNU6-1279P	RNA, U6 small nuclear 1279, pseudogene	pseudo	0	0
ENSG00000206645	NA	NA	NA	0	0
ENSG00000206646	NA	NA	NA	0	0
ENSG00000206647	LOC124906144	small nucleolar RNA SNORA2/SNORA34 family	snoRNA	0	0
ENSG00000206649	LOC124900264	small nucleolar RNA SNORA20	snoRNA	0	0
ENSG00000206650	SNORA70G	small nucleolar RNA, H/ACA box 70G	snoRNA	0	0
ENSG00000206651	NA	NA	NA	0	0
ENSG00000206652	RNU1-1,LOC124904613,LOC124905321,LOC124905573,LOC124905574,LOC124905808,LOC124905809	RNA, U1 small nuclear 1,U1 spliceosomal RNA	snRNA	0	0
ENSG00000206654	RNU6-608P	RNA, U6 small nuclear 608, pseudogene	pseudo	0	0
ENSG00000206656	SNORD116-17	small nucleolar RNA, C/D box 116-17	snoRNA	0	0
ENSG00000206658	RNU6-1039P	RNA, U6 small nuclear 1039, pseudogene	pseudo	0	0
ENSG00000206659	NA	NA	NA	0	0
ENSG00000206660	NA	NA	NA	0	0
ENSG00000206661	LOC124900260	small nucleolar RNA SNORA70	snoRNA	0	0
ENSG00000206662	NA	NA	NA	0	0
ENSG00000206663	NA	NA	NA	0	0
ENSG00000206665	RNU6-573P	RNA, U6 small nuclear 573, pseudogene	pseudo	0	0
ENSG00000206669	NA	NA	NA	0	0
ENSG00000206671	RNU6-471P	RNA, U6 small nuclear 471, pseudogene	pseudo	0	0
ENSG00000206672	NA	NA	NA	0	0
ENSG00000206674	RNU6-945P	RNA, U6 small nuclear 945, pseudogene	pseudo	0	0
ENSG00000206675	RNU6-32P	RNA, U6 small nuclear 32, pseudogene	pseudo	0	0
ENSG00000206676	NA	NA	NA	0	0
ENSG00000206677	NA	NA	NA	0	0
ENSG00000206678	RNU6-144P	RNA, U6 small nuclear 144, pseudogene	pseudo	0	0
ENSG00000206679	NA	NA	NA	0	0
ENSG00000206680	SNORD21	small nucleolar RNA, C/D box 21	snoRNA	0	0
ENSG00000206681	RNU6-730P	RNA, U6 small nuclear 730, pseudogene	pseudo	0	0
ENSG00000206682	NA	NA	NA	0	0
ENSG00000206684	RNU6-157P	RNA, U6 small nuclear 157, pseudogene	pseudo	0	0
ENSG00000206685	RNU6-1189P	RNA, U6 small nuclear 1189, pseudogene	pseudo	0	0
ENSG00000206686	RNU6-1036P	RNA, U6 small nuclear 1036, pseudogene	pseudo	0	0
ENSG00000206687	RNU1-109P	RNA, U1 small nuclear 109, pseudogene	pseudo	0	0
ENSG00000206688	SNORD116-18	small nucleolar RNA, C/D box 116-18	snoRNA	0	0
ENSG00000206690	NA	NA	NA	0	0
ENSG00000206692	NA	NA	NA	0	0
ENSG00000206693	SNORA56	small nucleolar RNA, H/ACA box 56	snoRNA	0	0
ENSG00000206695	RNU6-442P	RNA, U6 small nuclear 442, pseudogene	pseudo	0	0
ENSG00000206697	RNY1P8	RNY1 pseudogene 8	pseudo	0	0
ENSG00000206698	RNU1-73P	RNA, U1 small nuclear 73, pseudogene	pseudo	0	0
ENSG00000206699	NA	NA	NA	0	0
ENSG00000206700	RNU6-723P	RNA, U6 small nuclear 723, pseudogene	pseudo	0	0
ENSG00000206701	RNU6-1040P	RNA, U6 small nuclear 1040, pseudogene	pseudo	0	0
ENSG00000206702	NA	NA	NA	0	0
ENSG00000206703	RNU6-128P	RNA, U6 small nuclear 128, pseudogene	pseudo	0	0
ENSG00000206704	NA	NA	NA	0	0
ENSG00000206705	NA	NA	NA	0	0
ENSG00000206706	NA	NA	NA	0	0
ENSG00000206708	RNU6-1227P	RNA, U6 small nuclear 1227, pseudogene	pseudo	0	0
ENSG00000206709	RNU6-1080P	RNA, U6 small nuclear 1080, pseudogene	pseudo	0	0
ENSG00000206710	RNU6-147P	RNA, U6 small nuclear 147, pseudogene	pseudo	0	0
ENSG00000206711	NA	NA	NA	0	0
ENSG00000206712	RNU6-26P	RNA, U6 small nuclear 26, pseudogene	pseudo	0	0
ENSG00000206713	NA	NA	NA	0	0
ENSG00000206714	NA	NA	NA	0	0
ENSG00000206715	RNU6-444P	RNA, U6 small nuclear 444, pseudogene	pseudo	0	0
ENSG00000206716	RNU6-133P	RNA, U6 small nuclear 133, pseudogene	pseudo	0	0
ENSG00000206717	NA	NA	NA	0	0
ENSG00000206718	RNU6-546P	RNA, U6 small nuclear 546, pseudogene	pseudo	0	0
ENSG00000206719	NA	NA	NA	0	0
ENSG00000206721	NA	NA	NA	0	0
ENSG00000206722	RNU6-1074P	RNA, U6 small nuclear 1074, pseudogene	pseudo	0	0
ENSG00000206723	RNU6-1056P	RNA, U6 small nuclear 1056, pseudogene	pseudo	0	0
ENSG00000206724	RNU6-756P	RNA, U6 small nuclear 756, pseudogene	pseudo	0	0
ENSG00000206725	RNU6-1027P	RNA, U6 small nuclear 1027, pseudogene	pseudo	0	0
ENSG00000206726	RNU6-259P	RNA, U6 small nuclear 259, pseudogene	pseudo	0	0
ENSG00000206727	SNORD116-9	small nucleolar RNA, C/D box 116-9	snoRNA	0	0
ENSG00000206728	NA	NA	NA	0	0
ENSG00000206729	RNU6-1126P	RNA, U6 small nuclear 1126, pseudogene	pseudo	0	0
ENSG00000206730	RNU6-468P	RNA, U6 small nuclear 468, pseudogene	pseudo	0	0
ENSG00000206731	LOC124906143	small nucleolar RNA SNORA36 family	snoRNA	0	0
ENSG00000206732	RNU6-936P	RNA, U6 small nuclear 936, pseudogene	pseudo	0	0
ENSG00000206733	RNU6-641P	RNA, U6 small nuclear 641, pseudogene	pseudo	0	0
ENSG00000206734	NA	NA	NA	0	0
ENSG00000206737	RNVU1-18,LOC124904613,LOC124905321,LOC124905573,LOC124905574,LOC124905808,LOC124905809	RNA, variant U1 small nuclear 18,U1 spliceosomal RNA	snRNA	0	0
ENSG00000206738	NA	NA	NA	0	0
ENSG00000206739	NA	NA	NA	0	0
ENSG00000206741	NA	NA	NA	0	0
ENSG00000206743	RNU6-484P	RNA, U6 small nuclear 484, pseudogene	pseudo	0	0
ENSG00000206744	RNU6-620P	RNA, U6 small nuclear 620, pseudogene	pseudo	0	0
ENSG00000206745	RNU6-643P	RNA, U6 small nuclear 643, pseudogene	pseudo	0	0
ENSG00000206746	RNU6-142P	RNA, U6 small nuclear 142, pseudogene	pseudo	0	0
ENSG00000206747	RNU6-245P	RNA, U6 small nuclear 245, pseudogene	pseudo	0	0
ENSG00000206749	RNU6-1083P	RNA, U6 small nuclear 1083, pseudogene	pseudo	0	0
ENSG00000206751	NA	NA	NA	0	0
ENSG00000206752	RNU6-1323P	RNA, U6 small nuclear 1323, pseudogene	pseudo	0	0
ENSG00000206754	SNORD101	small nucleolar RNA, C/D box 101	snoRNA	0	0
ENSG00000206755	SNORA30	small nucleolar RNA, H/ACA box 30	snoRNA	0	0
ENSG00000206756	NA	NA	NA	0	0
ENSG00000206758	RNU6-317P	RNA, U6 small nuclear 317, pseudogene	pseudo	0	0
ENSG00000206759	RNU6-787P	RNA, U6 small nuclear 787, pseudogene	pseudo	0	0
ENSG00000206760	SNORA6	small nucleolar RNA, H/ACA box 6	snoRNA	0	0
ENSG00000206762	RNU6-418P	RNA, U6 small nuclear 418, pseudogene	pseudo	0	0
ENSG00000206763	RNU6-10P	RNA, U6 small nuclear 10, pseudogene	pseudo	0	0
ENSG00000206764	RNU6-152P	RNA, U6 small nuclear 152, pseudogene	pseudo	0	0
ENSG00000206765	RNU6-203P	RNA, U6 small nuclear 203, pseudogene	pseudo	0	0
ENSG00000206766	RNU6-435P	RNA, U6 small nuclear 435, pseudogene	pseudo	0	0
ENSG00000206767	RNU6-949P	RNA, U6 small nuclear 949, pseudogene	pseudo	0	0
ENSG00000206768	NA	NA	NA	0	0
ENSG00000206769	RNU6-116P	RNA, U6 small nuclear 116, pseudogene	pseudo	0	0
ENSG00000206770	NA	NA	NA	0	0
ENSG00000206772	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	pseudo	0	0
ENSG00000206774	RNU6-211P	RNA, U6 small nuclear 211, pseudogene	pseudo	0	0
ENSG00000206775	SNORD37	small nucleolar RNA, C/D box 37	snoRNA	0	0
ENSG00000206776	LOC124900266	small nucleolar RNA SNORA32	snoRNA	0	0
ENSG00000206777	RNU6-637P	RNA, U6 small nuclear 637, pseudogene	pseudo	0	0
ENSG00000206778	RNU6-213P	RNA, U6 small nuclear 213, pseudogene	pseudo	0	0
ENSG00000206779	NA	NA	NA	0	0
ENSG00000206780	SNORA75B	small nucleolar RNA, H/ACA box 75B	snoRNA	0	0
ENSG00000206781	NA	NA	NA	0	0
ENSG00000206782	RNU6-224P	RNA, U6 small nuclear 224, pseudogene	pseudo	0	0
ENSG00000206784	NA	NA	NA	0	0
ENSG00000206785	SNORA15B-2	small nucleolar RNA, H/ACA box 15B-2	snoRNA	0	0
ENSG00000206786	RNU6-701P	RNA, U6 small nuclear 701, pseudogene	pseudo	0	0
ENSG00000206787	RNU6-76P	RNA, U6 small nuclear 76, pseudogene	pseudo	0	0
ENSG00000206788	RNU6-629P	RNA, U6 small nuclear 629, pseudogene	pseudo	0	0
ENSG00000206790	NA	NA	NA	0	0
ENSG00000206791	RNU1-129P	RNA, U1 small nuclear 129, pseudogene	pseudo	0	0
ENSG00000206792	NA	NA	NA	0	0
ENSG00000206795	NA	NA	NA	0	0
ENSG00000206796	RNU6-811P	RNA, U6 small nuclear 811, pseudogene	pseudo	0	0
ENSG00000206797	NA	NA	NA	0	0
ENSG00000206799	SNORA32	small nucleolar RNA, H/ACA box 32	snoRNA	0	0
ENSG00000206800	RNY3P7	RNY3 pseudogene 7	pseudo	0	0
ENSG00000206801	RNU6-639P	RNA, U6 small nuclear 639, pseudogene	pseudo	0	0
ENSG00000206802	RNU6-926P	RNA, U6 small nuclear 926, pseudogene	pseudo	0	0
ENSG00000206803	RNU6-968P	RNA, U6 small nuclear 968, pseudogene	pseudo	0	0
ENSG00000206804	RNU6-1293P	RNA, U6 small nuclear 1293, pseudogene	pseudo	0	0
ENSG00000206805	NA	NA	NA	0	0
ENSG00000206806	NA	NA	NA	0	0
ENSG00000206807	RNU6-815P	RNA, U6 small nuclear 815, pseudogene	pseudo	0	0
ENSG00000206808	NA	NA	NA	0	0
ENSG00000206811	SNORA10	small nucleolar RNA, H/ACA box 10	snoRNA	0	0
ENSG00000206812	RNU6-38P	RNA, U6 small nuclear 38, pseudogene	pseudo	0	0
ENSG00000206813	NA	NA	NA	0	0
ENSG00000206814	NA	NA	NA	0	0
ENSG00000206815	RNU6-483P	RNA, U6 small nuclear 483, pseudogene	pseudo	0	0
ENSG00000206816	NA	NA	NA	0	0
ENSG00000206817	NA	NA	NA	0	0
ENSG00000206818	RNU6-849P	RNA, U6 small nuclear 849, pseudogene	pseudo	0	0
ENSG00000206819	RNU6-260P	RNA, U6 small nuclear 260, pseudogene	pseudo	0	0
ENSG00000206820	RNU1-138P	RNA, U1 small nuclear 138, pseudogene	pseudo	0	0
ENSG00000206822	NA	NA	NA	0	0
ENSG00000206824	NA	NA	NA	0	0
ENSG00000206826	RNU6-974P	RNA, U6 small nuclear 974, pseudogene	pseudo	0	0
ENSG00000206827	RNU6-1032P	RNA, U6 small nuclear 1032, pseudogene	pseudo	0	0
ENSG00000206828	LOC124904627	U1 spliceosomal RNA	snRNA	0	0
ENSG00000206832	NA	NA	NA	0	0
ENSG00000206833	RNU6-20P	RNA, U6 small nuclear 20, pseudogene	pseudo	0	0
ENSG00000206834	SNORA1	small nucleolar RNA, H/ACA box 1	snoRNA	0	0
ENSG00000206835	RNU1-74P	RNA, U1 small nuclear 74, pseudogene	pseudo	0	0
ENSG00000206836	RNU6-1029P	RNA, U6 small nuclear 1029, pseudogene	pseudo	0	0
ENSG00000206838	SNORA5A	small nucleolar RNA, H/ACA box 5A	snoRNA	0	0
ENSG00000206839	RNU6-746P	RNA, U6 small nuclear 746, pseudogene	pseudo	0	0
ENSG00000206840	NA	NA	NA	0	0
ENSG00000206841	RNU6-409P	RNA, U6 small nuclear 409, pseudogene	pseudo	0	0
ENSG00000206842	RNU6-413P	RNA, U6 small nuclear 413, pseudogene	pseudo	0	0
ENSG00000206843	RNU6-206P	RNA, U6 small nuclear 206, pseudogene	pseudo	0	0
ENSG00000206844	NA	NA	NA	0	0
ENSG00000206845	RNU6-209P	RNA, U6 small nuclear 209, pseudogene	pseudo	0	0
ENSG00000206846	NA	NA	NA	0	0
ENSG00000206847	NA	NA	NA	0	0
ENSG00000206848	RNU6-890P	RNA, U6 small nuclear 890, pseudogene	pseudo	0	0
ENSG00000206849	LOC124900362	small nucleolar RNA SNORA18	snoRNA	0	0
ENSG00000206850	NA	NA	NA	0	0
ENSG00000206852	RNU6-895P	RNA, U6 small nuclear 895, pseudogene	pseudo	0	0
ENSG00000206853	LOC124900267	small nucleolar RNA SNORA51	snoRNA	0	0
ENSG00000206854	NA	NA	NA	0	0
ENSG00000206855	RNU6-571P	RNA, U6 small nuclear 571, pseudogene	pseudo	0	0
ENSG00000206857	RNU6-214P	RNA, U6 small nuclear 214, pseudogene	pseudo	0	0
ENSG00000206858	NA	NA	NA	0	0
ENSG00000206859	RNU6-767P	RNA, U6 small nuclear 767, pseudogene	pseudo	0	0
ENSG00000206862	NA	NA	NA	0	0
ENSG00000206863	RNU5A-6P	RNA, U5A small nuclear 6, pseudogene	pseudo	0	0
ENSG00000206864	RNU6-207P	RNA, U6 small nuclear 207, pseudogene	pseudo	0	0
ENSG00000206865	NA	NA	NA	0	0
ENSG00000206866	RNU6-187P	RNA, U6 small nuclear 187, pseudogene	pseudo	0	0
ENSG00000206867	RNU6-356P	RNA, U6 small nuclear 356, pseudogene	pseudo	0	0
ENSG00000206869	SNORA70F	small nucleolar RNA, H/ACA box 70F	snoRNA	0	0
ENSG00000206870	RNU6-398P	RNA, U6 small nuclear 398, pseudogene	pseudo	0	0
ENSG00000206871	RNU6-533P	RNA, U6 small nuclear 533, pseudogene	pseudo	0	0
ENSG00000206875	RNU6-761P	RNA, U6 small nuclear 761, pseudogene	pseudo	0	0
ENSG00000206877	RNU6-1103P	RNA, U6 small nuclear 1103, pseudogene	pseudo	0	0
ENSG00000206878	LOC124900442	small nucleolar RNA SNORA51	pseudo	0	0
ENSG00000206880	RNU6-1310P	RNA, U6 small nuclear 1310, pseudogene	pseudo	0	0
ENSG00000206881	RNU6-190P	RNA, U6 small nuclear 190, pseudogene	pseudo	0	0
ENSG00000206882	RNA5SP87	RNA, 5S ribosomal pseudogene 87	pseudo	0	0
ENSG00000206885	SNORA75	small nucleolar RNA, H/ACA box 75	snoRNA	0	0
ENSG00000206886	LOC124900219	small nucleolar RNA SNORA70	snoRNA	0	0
ENSG00000206887	RNU6-1008P	RNA, U6 small nuclear 1008, pseudogene	pseudo	0	0
ENSG00000206888	RNU6-48P	RNA, U6 small nuclear 48, pseudogene	pseudo	0	0
ENSG00000206889	RNU6-1200P	RNA, U6 small nuclear 1200, pseudogene	pseudo	0	0
ENSG00000206891	RNU6-217P	RNA, U6 small nuclear 217, pseudogene	pseudo	0	0
ENSG00000206892	RNU6-42P	RNA, U6 small nuclear 42, pseudogene	pseudo	0	0
ENSG00000206895	NA	NA	NA	0	0
ENSG00000206896	RNU6-1124P	RNA, U6 small nuclear 1124, pseudogene	pseudo	0	0
ENSG00000206897	SNORA9B	small nucleolar RNA, H/ACA box 9B	snoRNA	0	0
ENSG00000206898	LOC124900530	small nucleolar RNA SNORA51	snoRNA	0	0
ENSG00000206899	RNU6-36P	RNA, U6 small nuclear 36, pseudogene	pseudo	0	0
ENSG00000206900	RNU6-98P	RNA, U6 small nuclear 98, pseudogene	pseudo	0	0
ENSG00000206901	LOC124900519	small nucleolar RNA SNORA72	snoRNA	0	0
ENSG00000206903	SNORA24B	small nucleolar RNA, H/ACA box 24B	snoRNA	0	0
ENSG00000206905	NA	NA	NA	0	0
ENSG00000206906	RNU6-458P,LOC124905168	RNA, U6 small nuclear 458, pseudogene,U6 spliceosomal RNA	pseudo,snRNA	0	0
ENSG00000206907	RNU6-1013P	RNA, U6 small nuclear 1013, pseudogene	pseudo	0	0
ENSG00000206908	RNU1-136P	RNA, U1 small nuclear 136, pseudogene	pseudo	0	0
ENSG00000206909	SNORA70J	small nucleolar RNA, H/ACA box 70J	snoRNA	0	0
ENSG00000206910	SNORA29	small nucleolar RNA, H/ACA box 29	snoRNA	0	0
ENSG00000206911	NA	NA	NA	0	0
ENSG00000206912	NA	NA	NA	0	0
ENSG00000206913	LOC124902824	small nucleolar RNA SNORA7	snoRNA	0	0
ENSG00000206914	NA	NA	NA	0	0
ENSG00000206915	RNU6-439P	RNA, U6 small nuclear 439, pseudogene	pseudo	0	0
ENSG00000206917	RNU1-52P	RNA, U1 small nuclear 52, pseudogene	pseudo	0	0
ENSG00000206918	RNU6-1181P	RNA, U6 small nuclear 1181, pseudogene	pseudo	0	0
ENSG00000206920	RNY1P6	RNY1 pseudogene 6	pseudo	0	0
